user_id,user_role,department,years_of_experience,login_timestamp,login_hour,login_day_of_week,login_location,device_type,daily_login_count,failed_login_attempts,records_accessed_count,records_modified_count,sensitive_record_access,cross_department_access,session_duration_minutes,anomaly_label
465,Nurse,Emergency,18,10/15/2022,1,Saturday,Hospital Network,Tablet,6,7,86,67,No,No,145,Normal
466,Admin Staff,Oncology,1,3/2/2022,7,Wednesday,Hospital Network,Desktop,24,7,144,34,No,No,80,Normal
467,Nurse,Emergency,4,1/21/2022,13,Tuesday,Unknown IP,Desktop,16,5,98,76,No,No,37,Normal
468,Doctor,Pediatrics,30,4/13/2022,16,Friday,Hospital Network,Tablet,11,2,243,22,No,No,142,Normal
469,Nurse,Emergency,14,3/19/2022,7,Sunday,Hospital Network,Tablet,24,1,221,1,No,No,160,Suspicious
470,Doctor,Oncology,10,6/7/2022,1,Thursday,Unknown IP,Tablet,27,6,105,34,No,Yes,134,Normal
471,Doctor,Cardiology,22,9/14/2022,16,Wednesday,Remote VPN,Tablet,15,5,198,5,No,No,119,Normal
472,Nurse,Pediatrics,8,7/14/2022,22,Wednesday,Hospital Network,Desktop,14,6,215,40,No,No,40,Normal
473,Nurse,Oncology,1,9/28/2022,10,Wednesday,Hospital Network,Mobile,11,2,126,23,No,No,121,Normal
474,Nurse,Pediatrics,27,10/14/2022,15,Monday,Hospital Network,Mobile,25,1,149,7,No,No,174,Normal
475,Admin Staff,Neurology,6,5/1/2022,15,Wednesday,Hospital Network,Tablet,6,8,167,26,No,No,156,Normal
476,Admin Staff,Oncology,19,6/17/2022,15,Friday,Hospital Network,Tablet,16,2,46,35,No,No,161,Normal
477,Admin Staff,Emergency,23,11/23/2022,16,Tuesday,Hospital Network,Mobile,9,7,261,10,No,No,122,Normal
478,Nurse,Oncology,27,4/26/2022,3,Sunday,Hospital Network,Desktop,27,1,243,62,No,No,98,Normal
479,Admin Staff,Cardiology,10,2/25/2022,10,Monday,Remote VPN,Mobile,8,8,223,7,No,No,152,Normal
480,Doctor,Neurology,21,7/5/2022,8,Monday,Hospital Network,Mobile,20,8,224,55,No,No,111,Normal
481,Doctor,Cardiology,20,11/3/2022,17,Friday,Hospital Network,Tablet,11,4,180,1,No,No,48,Normal
482,Admin Staff,Neurology,15,7/14/2022,15,Saturday,Hospital Network,Desktop,7,4,288,40,No,No,112,Normal
483,Doctor,Cardiology,2,3/6/2022,20,Friday,Hospital Network,Desktop,6,8,39,63,No,No,53,Normal
484,Doctor,Emergency,5,7/20/2022,22,Saturday,Hospital Network,Mobile,4,2,55,38,No,No,36,Normal
485,Doctor,Oncology,9,1/28/2022,18,Tuesday,Hospital Network,Tablet,23,10,216,17,No,No,83,Normal
486,Admin Staff,Pediatrics,1,5/26/2022,14,Sunday,Hospital Network,Tablet,10,2,260,72,No,No,17,Normal
487,Admin Staff,Emergency,25,4/3/2022,4,Thursday,Hospital Network,Tablet,4,4,128,29,No,No,162,Normal
488,Admin Staff,Oncology,2,1/2/2022,11,Wednesday,Hospital Network,Mobile,20,6,219,23,No,No,74,Normal
489,Nurse,Pediatrics,13,6/28/2022,7,Friday,Hospital Network,Desktop,18,0,200,15,No,No,85,Normal
490,Admin Staff,Emergency,30,5/4/2022,18,Tuesday,Remote VPN,Desktop,30,0,238,12,No,No,29,Normal
491,Nurse,Cardiology,15,8/17/2022,3,Friday,Hospital Network,Desktop,8,6,243,54,Yes,No,22,Normal
492,Nurse,Pediatrics,22,10/31/2022,12,Saturday,Hospital Network,Tablet,20,6,209,17,No,No,81,Normal
493,Doctor,Cardiology,23,8/30/2022,1,Sunday,Hospital Network,Tablet,7,1,207,24,No,No,89,Normal
494,Admin Staff,Emergency,27,7/4/2022,0,Friday,Remote VPN,Mobile,13,2,72,57,No,No,40,Normal
495,Nurse,Oncology,30,11/22/2022,2,Sunday,Remote VPN,Desktop,4,1,186,50,No,No,14,Normal
496,Doctor,Neurology,24,7/27/2022,2,Tuesday,Hospital Network,Desktop,23,5,155,9,No,No,162,Normal
497,Admin Staff,Pediatrics,13,7/24/2022,23,Friday,Hospital Network,Desktop,8,3,31,80,No,Yes,113,Normal
498,Admin Staff,Emergency,25,9/11/2022,6,Tuesday,Hospital Network,Desktop,16,5,144,32,No,No,172,Normal
499,Admin Staff,Oncology,8,1/20/2022,14,Tuesday,Hospital Network,Desktop,7,5,293,48,No,No,137,Normal
500,Admin Staff,Cardiology,12,9/12/2022,10,Sunday,Remote VPN,Tablet,1,3,264,17,No,No,85,Normal
501,Doctor,Emergency,29,2/20/2022,10,Monday,Hospital Network,Desktop,27,10,45,47,No,No,134,Normal
502,Doctor,Oncology,13,2/25/2022,8,Sunday,Hospital Network,Desktop,10,4,31,58,No,No,39,Normal
503,Admin Staff,Emergency,19,11/24/2022,19,Sunday,Hospital Network,Mobile,18,9,30,41,No,No,124,Normal
504,Doctor,Neurology,23,1/25/2022,14,Tuesday,Remote VPN,Desktop,23,8,89,36,No,No,46,Suspicious
505,Admin Staff,Neurology,15,7/7/2022,4,Monday,Unknown IP,Desktop,27,6,115,71,No,No,38,Normal
506,Doctor,Pediatrics,4,3/10/2022,17,Sunday,Remote VPN,Tablet,15,5,122,77,No,No,115,Normal
507,Doctor,Neurology,30,7/14/2022,20,Sunday,Hospital Network,Mobile,10,10,43,13,No,No,141,Normal
508,Doctor,Oncology,12,3/23/2022,19,Tuesday,Hospital Network,Desktop,13,9,247,43,No,No,27,Normal
509,Admin Staff,Emergency,11,9/7/2022,2,Monday,Hospital Network,Desktop,14,9,172,60,No,No,174,Normal
510,Nurse,Pediatrics,24,2/1/2022,5,Thursday,Hospital Network,Mobile,18,4,287,79,No,No,51,Normal
511,Nurse,Emergency,27,9/10/2022,13,Thursday,Hospital Network,Desktop,5,1,163,19,No,No,92,Normal
512,Nurse,Oncology,27,7/26/2022,5,Monday,Hospital Network,Tablet,17,2,137,66,No,No,26,Normal
513,Nurse,Oncology,28,10/15/2022,16,Wednesday,Hospital Network,Desktop,15,8,210,45,No,No,152,Normal
514,Nurse,Pediatrics,14,2/4/2022,22,Wednesday,Hospital Network,Desktop,25,5,175,17,Yes,No,84,Normal
515,Admin Staff,Pediatrics,22,2/12/2022,13,Thursday,Hospital Network,Mobile,23,10,30,11,No,No,96,Normal
516,Doctor,Oncology,20,4/15/2022,13,Saturday,Hospital Network,Tablet,12,5,266,30,No,Yes,164,Normal
517,Nurse,Oncology,21,9/16/2022,21,Thursday,Hospital Network,Mobile,6,3,215,8,No,No,83,Normal
518,Admin Staff,Pediatrics,17,8/24/2022,18,Sunday,Hospital Network,Tablet,11,2,266,64,No,No,164,Suspicious
519,Doctor,Pediatrics,11,7/1/2022,0,Tuesday,Remote VPN,Desktop,8,10,63,76,No,No,34,Normal
520,Nurse,Oncology,26,9/8/2022,0,Saturday,Hospital Network,Desktop,14,4,247,59,No,No,161,Normal
521,Nurse,Pediatrics,28,4/11/2022,19,Friday,Hospital Network,Tablet,22,3,44,16,No,No,123,Normal
522,Doctor,Oncology,4,5/27/2022,22,Friday,Hospital Network,Desktop,22,2,214,26,No,No,158,Normal
523,Nurse,Oncology,13,4/3/2022,23,Friday,Hospital Network,Mobile,2,6,110,68,No,No,177,Normal
524,Admin Staff,Pediatrics,30,8/27/2022,2,Monday,Hospital Network,Mobile,18,4,36,59,No,No,85,Normal
525,Nurse,Cardiology,8,9/5/2022,23,Friday,Hospital Network,Mobile,4,8,48,23,No,Yes,169,Normal
526,Doctor,Cardiology,7,10/19/2022,11,Wednesday,Remote VPN,Desktop,25,1,205,20,No,No,78,Normal
527,Doctor,Neurology,1,8/22/2022,16,Monday,Hospital Network,Desktop,8,5,116,7,No,No,59,Normal
528,Admin Staff,Pediatrics,24,10/9/2022,22,Saturday,Hospital Network,Mobile,9,5,21,27,No,No,48,Normal
529,Doctor,Pediatrics,23,2/16/2022,5,Sunday,Hospital Network,Desktop,20,6,155,68,No,Yes,63,Normal
530,Admin Staff,Pediatrics,4,7/17/2022,8,Saturday,Remote VPN,Tablet,1,9,4,76,No,No,126,Normal
531,Admin Staff,Emergency,11,1/7/2022,13,Tuesday,Hospital Network,Mobile,12,10,254,20,No,No,80,Normal
532,Nurse,Neurology,20,5/10/2022,13,Saturday,Unknown IP,Tablet,7,0,27,43,No,No,128,Normal
533,Doctor,Neurology,1,7/12/2022,18,Monday,Hospital Network,Tablet,14,2,14,44,No,Yes,25,Normal
534,Nurse,Pediatrics,12,9/7/2022,16,Wednesday,Hospital Network,Tablet,16,8,190,80,No,No,110,Normal
535,Nurse,Oncology,17,2/5/2022,23,Tuesday,Hospital Network,Desktop,18,4,137,56,No,No,101,Normal
536,Admin Staff,Cardiology,18,4/5/2022,20,Wednesday,Hospital Network,Mobile,21,0,195,52,No,No,46,Normal
537,Doctor,Pediatrics,8,3/30/2022,11,Tuesday,Hospital Network,Desktop,25,4,115,57,Yes,No,44,Normal
538,Doctor,Neurology,3,9/17/2022,9,Thursday,Hospital Network,Desktop,2,2,248,63,No,No,105,Normal
539,Nurse,Pediatrics,28,4/11/2022,6,Sunday,Hospital Network,Tablet,20,8,21,27,No,Yes,46,Normal
540,Admin Staff,Oncology,12,1/27/2022,21,Monday,Remote VPN,Tablet,22,5,120,48,No,No,179,Normal
541,Nurse,Neurology,24,9/21/2022,10,Sunday,Hospital Network,Mobile,28,5,196,37,No,No,34,Normal
542,Admin Staff,Neurology,29,5/23/2022,1,Sunday,Hospital Network,Tablet,16,9,52,75,No,No,165,Normal
543,Nurse,Oncology,29,5/2/2022,7,Monday,Hospital Network,Tablet,19,2,150,23,No,No,6,Normal
544,Admin Staff,Emergency,14,12/21/2022,1,Monday,Hospital Network,Mobile,26,5,267,50,No,No,22,Normal
545,Doctor,Neurology,8,10/6/2022,11,Friday,Hospital Network,Desktop,7,5,7,76,Yes,No,105,Normal
546,Admin Staff,Oncology,2,3/30/2022,5,Sunday,Hospital Network,Desktop,17,6,147,26,No,No,17,Normal
547,Nurse,Neurology,13,3/30/2022,22,Wednesday,Unknown IP,Tablet,2,3,130,36,No,No,176,Normal
548,Admin Staff,Emergency,25,2/17/2022,0,Thursday,Hospital Network,Tablet,3,8,13,14,No,No,66,Normal
549,Doctor,Oncology,14,3/4/2022,14,Monday,Hospital Network,Desktop,28,1,237,36,Yes,No,125,Normal
550,Nurse,Oncology,16,4/28/2022,4,Saturday,Remote VPN,Mobile,24,8,11,69,No,Yes,105,Normal
551,Nurse,Oncology,15,8/23/2022,14,Thursday,Hospital Network,Desktop,24,5,231,60,No,No,125,Normal
552,Doctor,Pediatrics,20,9/8/2022,18,Thursday,Hospital Network,Mobile,20,10,230,17,No,No,124,Suspicious
553,Doctor,Oncology,1,5/6/2022,18,Thursday,Remote VPN,Tablet,10,2,55,49,No,No,59,Normal
554,Admin Staff,Neurology,5,4/27/2022,22,Wednesday,Hospital Network,Tablet,15,0,90,66,No,No,41,Normal
555,Doctor,Neurology,7,10/21/2022,15,Wednesday,Unknown IP,Desktop,19,3,64,48,No,No,15,Normal
556,Doctor,Cardiology,27,9/14/2022,21,Monday,Hospital Network,Tablet,7,7,255,44,No,No,147,Normal
557,Doctor,Emergency,26,10/12/2022,11,Tuesday,Unknown IP,Mobile,24,8,182,80,No,No,177,Normal
558,Admin Staff,Pediatrics,2,2/28/2022,9,Sunday,Hospital Network,Tablet,30,1,176,27,No,No,112,Normal
559,Doctor,Pediatrics,21,3/19/2022,9,Friday,Hospital Network,Mobile,15,3,293,24,No,No,56,Normal
560,Admin Staff,Oncology,3,2/20/2022,11,Wednesday,Hospital Network,Tablet,7,0,272,26,No,No,40,Normal
561,Admin Staff,Pediatrics,26,1/22/2022,6,Thursday,Hospital Network,Mobile,11,4,181,72,No,No,80,Normal
562,Doctor,Pediatrics,5,5/20/2022,18,Monday,Hospital Network,Mobile,29,8,183,18,No,No,100,Normal
563,Admin Staff,Cardiology,18,6/1/2022,10,Wednesday,Remote VPN,Mobile,2,1,87,26,No,No,50,Normal
564,Doctor,Oncology,19,11/7/2022,12,Friday,Remote VPN,Desktop,20,7,194,75,Yes,No,65,Normal
565,Admin Staff,Oncology,7,1/25/2022,11,Sunday,Hospital Network,Desktop,6,6,69,25,No,No,38,Normal
566,Nurse,Cardiology,7,9/2/2022,8,Monday,Hospital Network,Desktop,7,1,138,45,Yes,No,145,Normal
567,Nurse,Emergency,17,7/7/2022,21,Thursday,Hospital Network,Mobile,14,8,95,38,No,No,97,Normal
568,Nurse,Oncology,10,11/13/2022,11,Saturday,Hospital Network,Tablet,15,6,181,37,No,No,75,Normal
569,Doctor,Oncology,17,9/30/2022,7,Thursday,Hospital Network,Tablet,13,4,253,32,No,No,79,Normal
570,Nurse,Oncology,23,2/13/2022,16,Saturday,Remote VPN,Tablet,7,2,92,0,No,No,19,Normal
571,Nurse,Pediatrics,6,4/7/2022,3,Tuesday,Hospital Network,Desktop,4,7,273,13,No,No,168,Normal
572,Doctor,Oncology,30,4/14/2022,18,Tuesday,Hospital Network,Desktop,29,3,229,55,Yes,No,168,Normal
573,Admin Staff,Pediatrics,18,5/21/2022,8,Sunday,Remote VPN,Desktop,22,5,213,65,No,No,80,Normal
574,Nurse,Oncology,9,11/15/2022,0,Monday,Hospital Network,Mobile,21,1,223,51,No,No,70,Normal
575,Admin Staff,Cardiology,3,8/1/2022,7,Tuesday,Remote VPN,Tablet,18,0,296,44,No,No,123,Normal
576,Admin Staff,Emergency,14,7/18/2022,11,Thursday,Hospital Network,Desktop,25,8,233,38,No,No,115,Normal
577,Nurse,Oncology,27,8/1/2022,8,Friday,Hospital Network,Mobile,19,10,161,24,No,No,116,Normal
578,Admin Staff,Emergency,20,12/16/2022,18,Sunday,Hospital Network,Mobile,3,9,187,55,No,No,20,Normal
579,Doctor,Pediatrics,12,1/19/2022,23,Saturday,Hospital Network,Mobile,8,6,82,56,No,No,31,Normal
580,Doctor,Oncology,6,11/17/2022,19,Wednesday,Hospital Network,Mobile,8,3,119,80,No,No,80,Normal
581,Doctor,Emergency,21,2/10/2022,5,Thursday,Hospital Network,Tablet,24,1,261,56,No,No,66,Normal
582,Nurse,Neurology,27,10/30/2022,13,Wednesday,Remote VPN,Tablet,24,0,277,73,No,No,112,Normal
583,Doctor,Emergency,11,12/6/2022,20,Monday,Hospital Network,Mobile,6,10,71,61,No,No,58,Normal
584,Admin Staff,Emergency,11,11/30/2022,11,Thursday,Unknown IP,Desktop,8,1,213,31,No,No,39,Normal
585,Doctor,Neurology,30,2/2/2022,2,Saturday,Hospital Network,Desktop,2,4,89,48,No,No,10,Normal
586,Doctor,Oncology,21,9/12/2022,4,Tuesday,Hospital Network,Desktop,9,0,144,56,No,No,114,Normal
587,Admin Staff,Emergency,5,11/16/2022,5,Friday,Hospital Network,Tablet,10,10,156,33,No,No,177,Normal
588,Admin Staff,Cardiology,22,8/10/2022,22,Monday,Hospital Network,Tablet,10,8,46,6,No,No,115,Normal
589,Admin Staff,Oncology,27,8/22/2022,9,Monday,Hospital Network,Desktop,9,6,203,24,No,No,81,Normal
590,Nurse,Neurology,17,10/22/2022,7,Wednesday,Hospital Network,Mobile,13,4,56,56,No,No,140,Normal
591,Doctor,Neurology,19,3/16/2022,2,Monday,Hospital Network,Tablet,19,5,224,68,Yes,No,141,Normal
592,Doctor,Emergency,29,3/16/2022,7,Tuesday,Hospital Network,Tablet,15,2,298,55,No,No,130,Normal
593,Admin Staff,Pediatrics,3,6/20/2022,0,Thursday,Remote VPN,Desktop,23,4,191,77,No,Yes,128,Normal
594,Admin Staff,Oncology,20,7/18/2022,1,Saturday,Hospital Network,Tablet,12,5,158,28,No,No,16,Normal
595,Nurse,Pediatrics,29,10/14/2022,2,Wednesday,Remote VPN,Desktop,28,7,5,47,No,No,47,Normal
596,Doctor,Neurology,9,2/14/2022,1,Saturday,Hospital Network,Mobile,16,7,101,31,No,No,141,Normal
597,Doctor,Emergency,6,3/22/2022,3,Wednesday,Hospital Network,Tablet,23,10,109,4,No,No,180,Normal
598,Nurse,Oncology,8,8/24/2022,5,Sunday,Hospital Network,Tablet,4,9,62,76,No,No,71,Normal
599,Doctor,Emergency,29,8/13/2022,21,Tuesday,Hospital Network,Mobile,5,5,2,40,No,No,139,Normal
600,Nurse,Emergency,14,10/8/2022,12,Wednesday,Hospital Network,Tablet,6,2,299,72,No,No,146,Normal
601,Nurse,Emergency,23,10/1/2022,16,Tuesday,Hospital Network,Mobile,10,1,244,49,No,No,98,Normal
602,Doctor,Cardiology,12,9/12/2022,7,Tuesday,Remote VPN,Mobile,12,6,19,59,No,No,40,Normal
603,Admin Staff,Neurology,16,6/1/2022,13,Saturday,Remote VPN,Tablet,6,2,93,9,No,No,161,Normal
604,Admin Staff,Oncology,24,10/30/2022,3,Sunday,Hospital Network,Desktop,14,8,27,72,No,No,76,Normal
605,Admin Staff,Pediatrics,11,1/21/2022,20,Sunday,Hospital Network,Desktop,23,6,77,58,No,No,147,Normal
606,Doctor,Neurology,7,5/16/2022,20,Thursday,Hospital Network,Desktop,30,6,260,67,No,Yes,141,Normal
607,Doctor,Neurology,10,4/15/2022,0,Wednesday,Hospital Network,Desktop,12,8,271,31,Yes,No,63,Normal
608,Nurse,Neurology,17,4/18/2022,16,Wednesday,Remote VPN,Tablet,29,10,45,20,No,No,16,Normal
609,Nurse,Neurology,12,9/18/2022,5,Saturday,Hospital Network,Mobile,11,8,163,58,No,No,26,Normal
610,Nurse,Pediatrics,24,6/3/2022,10,Saturday,Remote VPN,Desktop,13,6,44,27,No,No,168,Normal
611,Doctor,Cardiology,13,9/24/2022,11,Sunday,Hospital Network,Mobile,17,9,224,5,No,No,142,Normal
612,Doctor,Pediatrics,9,3/21/2022,9,Sunday,Hospital Network,Tablet,9,10,225,62,No,No,128,Normal
613,Doctor,Neurology,17,3/26/2022,21,Friday,Remote VPN,Tablet,29,8,158,14,No,No,14,Normal
614,Doctor,Cardiology,7,10/25/2022,2,Friday,Hospital Network,Mobile,16,6,206,48,No,No,33,Normal
615,Admin Staff,Cardiology,20,10/11/2022,10,Tuesday,Hospital Network,Tablet,25,0,23,47,Yes,No,147,Normal
616,Admin Staff,Pediatrics,9,10/14/2022,1,Sunday,Hospital Network,Mobile,2,1,43,50,No,Yes,158,Suspicious
617,Admin Staff,Cardiology,1,5/23/2022,7,Thursday,Remote VPN,Desktop,19,1,12,60,No,No,105,Normal
618,Doctor,Neurology,30,11/26/2022,17,Sunday,Hospital Network,Tablet,30,5,291,24,No,No,136,Normal
619,Doctor,Pediatrics,3,10/27/2022,14,Wednesday,Hospital Network,Desktop,3,9,238,74,No,No,112,Normal
620,Admin Staff,Pediatrics,14,1/27/2022,3,Saturday,Hospital Network,Desktop,24,8,200,40,No,No,141,Normal
621,Nurse,Pediatrics,29,11/19/2022,17,Tuesday,Hospital Network,Desktop,2,7,264,22,No,No,93,Normal
622,Admin Staff,Pediatrics,25,4/28/2022,0,Tuesday,Hospital Network,Desktop,7,3,37,54,No,No,164,Normal
623,Nurse,Pediatrics,16,9/28/2022,14,Wednesday,Hospital Network,Tablet,3,7,285,16,No,No,126,Normal
624,Admin Staff,Pediatrics,5,5/30/2022,14,Monday,Hospital Network,Tablet,10,2,211,61,No,No,155,Normal
625,Nurse,Cardiology,19,12/16/2022,5,Friday,Hospital Network,Mobile,24,9,10,12,No,No,106,Normal
626,Admin Staff,Neurology,10,7/18/2022,19,Saturday,Remote VPN,Desktop,21,6,57,58,No,No,30,Normal
627,Doctor,Oncology,4,12/9/2022,10,Monday,Hospital Network,Desktop,21,10,262,34,No,No,32,Normal
628,Admin Staff,Cardiology,17,1/23/2022,16,Wednesday,Hospital Network,Mobile,3,9,183,17,Yes,No,126,Normal
629,Admin Staff,Oncology,1,10/21/2022,20,Thursday,Hospital Network,Mobile,25,7,112,62,No,No,59,Normal
630,Doctor,Neurology,28,8/18/2022,1,Thursday,Hospital Network,Desktop,4,3,222,24,No,No,13,Normal
631,Nurse,Cardiology,16,12/2/2022,0,Friday,Hospital Network,Desktop,25,9,53,19,No,No,104,Normal
632,Admin Staff,Cardiology,25,9/21/2022,22,Thursday,Hospital Network,Mobile,28,9,86,40,Yes,No,88,Normal
633,Nurse,Cardiology,12,1/8/2022,19,Monday,Unknown IP,Mobile,20,4,83,37,No,No,20,Normal
634,Nurse,Oncology,29,10/5/2022,18,Wednesday,Hospital Network,Desktop,5,5,131,43,No,No,169,Normal
635,Nurse,Pediatrics,13,4/16/2022,21,Saturday,Hospital Network,Mobile,6,6,99,74,No,No,55,Normal
636,Admin Staff,Oncology,11,12/6/2022,20,Thursday,Hospital Network,Mobile,3,1,163,14,Yes,Yes,167,Normal
637,Admin Staff,Pediatrics,30,8/27/2022,16,Monday,Hospital Network,Mobile,26,9,119,10,No,No,13,Normal
638,Doctor,Emergency,13,10/14/2022,6,Saturday,Hospital Network,Mobile,30,0,171,30,No,No,115,Normal
639,Doctor,Cardiology,22,5/2/2022,21,Friday,Hospital Network,Desktop,23,1,118,52,No,No,6,Normal
640,Doctor,Pediatrics,26,12/16/2022,23,Monday,Hospital Network,Desktop,13,7,160,35,No,No,82,Normal
641,Doctor,Oncology,18,7/2/2022,7,Tuesday,Hospital Network,Mobile,17,5,37,59,No,Yes,74,Normal
642,Nurse,Neurology,8,12/28/2022,15,Wednesday,Remote VPN,Desktop,9,6,298,14,No,No,140,Normal
643,Admin Staff,Pediatrics,13,3/18/2022,18,Sunday,Hospital Network,Mobile,22,3,102,2,No,No,18,Normal
644,Nurse,Oncology,26,10/3/2022,0,Saturday,Hospital Network,Tablet,15,0,263,21,No,No,8,Normal
645,Admin Staff,Emergency,9,2/15/2022,15,Friday,Hospital Network,Desktop,10,9,116,67,No,No,122,Suspicious
646,Nurse,Pediatrics,7,11/5/2022,9,Tuesday,Hospital Network,Mobile,28,1,298,72,No,No,51,Normal
647,Admin Staff,Cardiology,12,4/20/2022,0,Thursday,Hospital Network,Mobile,10,8,291,12,No,No,96,Normal
648,Admin Staff,Pediatrics,12,12/4/2022,16,Thursday,Hospital Network,Tablet,28,4,287,51,No,No,62,Normal
649,Admin Staff,Neurology,7,11/13/2022,16,Sunday,Hospital Network,Tablet,16,4,185,30,No,No,142,Normal
650,Admin Staff,Emergency,22,12/8/2022,23,Friday,Hospital Network,Mobile,17,8,52,17,No,No,106,Normal
651,Nurse,Emergency,9,3/29/2022,15,Sunday,Hospital Network,Mobile,3,0,2,36,No,No,85,Normal
652,Admin Staff,Neurology,9,8/7/2022,20,Sunday,Hospital Network,Tablet,24,1,49,79,No,No,59,Normal
653,Nurse,Emergency,5,10/12/2022,10,Wednesday,Remote VPN,Mobile,18,8,90,9,No,No,35,Normal
654,Nurse,Emergency,8,5/31/2022,10,Tuesday,Remote VPN,Desktop,13,8,228,78,No,No,40,Normal
655,Admin Staff,Oncology,22,6/29/2022,19,Thursday,Hospital Network,Tablet,15,8,109,64,No,No,12,Normal
656,Admin Staff,Cardiology,9,6/21/2022,21,Sunday,Hospital Network,Tablet,27,1,125,36,No,No,111,Normal
657,Nurse,Pediatrics,6,9/8/2022,3,Sunday,Remote VPN,Mobile,6,0,238,62,No,No,146,Normal
658,Doctor,Emergency,8,3/13/2022,4,Thursday,Hospital Network,Desktop,30,3,110,9,No,No,18,Normal
659,Nurse,Neurology,5,2/20/2022,22,Wednesday,Hospital Network,Tablet,23,7,152,37,No,No,176,Normal
660,Admin Staff,Pediatrics,7,5/18/2022,19,Thursday,Unknown IP,Desktop,10,1,159,22,No,No,175,Normal
661,Nurse,Cardiology,8,7/12/2022,16,Sunday,Hospital Network,Mobile,26,4,9,66,No,No,114,Normal
662,Nurse,Neurology,5,2/27/2022,16,Sunday,Remote VPN,Mobile,20,8,215,47,No,No,124,Suspicious
663,Nurse,Pediatrics,17,6/5/2022,19,Friday,Hospital Network,Desktop,30,4,271,79,No,No,41,Normal
664,Nurse,Neurology,1,11/28/2022,4,Sunday,Hospital Network,Mobile,11,8,156,31,No,No,170,Normal
665,Admin Staff,Neurology,17,1/10/2022,11,Monday,Remote VPN,Desktop,10,0,270,47,No,Yes,102,Normal
666,Nurse,Pediatrics,5,5/17/2022,4,Saturday,Hospital Network,Tablet,22,10,111,2,No,No,15,Normal
667,Doctor,Pediatrics,23,12/26/2022,0,Thursday,Remote VPN,Tablet,19,10,177,37,No,No,137,Normal
668,Doctor,Neurology,4,6/16/2022,13,Monday,Hospital Network,Tablet,11,2,197,0,No,No,112,Normal
669,Admin Staff,Cardiology,1,1/15/2022,1,Monday,Hospital Network,Mobile,19,10,201,17,No,Yes,169,Normal
670,Admin Staff,Emergency,22,7/22/2022,19,Saturday,Hospital Network,Tablet,5,7,271,48,No,No,172,Normal
671,Doctor,Emergency,5,3/15/2022,16,Thursday,Hospital Network,Tablet,2,9,34,9,No,No,167,Normal
672,Admin Staff,Cardiology,27,9/15/2022,9,Monday,Hospital Network,Tablet,7,8,232,71,No,No,30,Normal
673,Admin Staff,Pediatrics,10,5/3/2022,10,Monday,Hospital Network,Desktop,2,7,138,13,No,No,116,Normal
674,Admin Staff,Pediatrics,11,11/19/2022,0,Thursday,Hospital Network,Desktop,8,9,159,63,Yes,No,89,Normal
675,Admin Staff,Pediatrics,21,1/22/2022,1,Wednesday,Unknown IP,Tablet,4,8,70,55,No,No,154,Normal
676,Doctor,Oncology,14,5/20/2022,14,Sunday,Hospital Network,Tablet,29,10,41,11,No,No,74,Normal
677,Nurse,Cardiology,10,6/15/2022,23,Friday,Hospital Network,Desktop,20,8,40,75,No,No,165,Normal
678,Nurse,Pediatrics,16,7/18/2022,12,Wednesday,Hospital Network,Tablet,24,4,34,66,No,No,41,Normal
679,Doctor,Cardiology,28,7/16/2022,7,Sunday,Hospital Network,Desktop,19,7,246,41,No,No,42,Normal
680,Doctor,Neurology,15,8/12/2022,22,Friday,Hospital Network,Desktop,6,10,84,19,No,No,109,Normal
681,Nurse,Pediatrics,10,11/22/2022,5,Wednesday,Hospital Network,Mobile,29,9,269,8,No,No,136,Normal
682,Admin Staff,Pediatrics,8,11/5/2022,0,Thursday,Hospital Network,Desktop,28,9,297,50,No,No,33,Normal
683,Admin Staff,Pediatrics,29,9/22/2022,5,Thursday,Hospital Network,Desktop,1,8,218,22,No,No,39,Normal
684,Admin Staff,Neurology,21,9/4/2022,13,Saturday,Hospital Network,Mobile,25,4,103,57,No,No,56,Normal
685,Nurse,Emergency,22,7/4/2022,14,Wednesday,Hospital Network,Tablet,15,8,84,32,No,No,161,Normal
686,Nurse,Emergency,20,2/25/2022,19,Tuesday,Hospital Network,Desktop,24,6,233,13,No,No,83,Normal
687,Doctor,Pediatrics,1,3/7/2022,23,Saturday,Hospital Network,Desktop,24,8,29,5,No,No,10,Normal
688,Admin Staff,Cardiology,27,12/2/2022,18,Wednesday,Remote VPN,Desktop,23,0,108,22,No,No,99,Normal
689,Admin Staff,Cardiology,28,5/4/2022,13,Sunday,Hospital Network,Tablet,26,5,250,11,No,No,79,Normal
690,Nurse,Oncology,1,4/10/2022,17,Tuesday,Hospital Network,Mobile,14,7,187,40,No,Yes,93,Normal
691,Admin Staff,Neurology,8,7/23/2022,23,Wednesday,Hospital Network,Tablet,20,4,1,25,No,No,31,Normal
692,Doctor,Cardiology,3,10/13/2022,20,Thursday,Hospital Network,Desktop,24,0,183,26,No,No,83,Normal
693,Doctor,Cardiology,25,11/29/2022,15,Wednesday,Remote VPN,Desktop,20,7,1,17,Yes,Yes,40,Normal
694,Nurse,Oncology,25,9/8/2022,7,Friday,Hospital Network,Tablet,7,3,145,17,No,No,30,Normal
695,Doctor,Cardiology,3,1/4/2022,2,Saturday,Hospital Network,Mobile,8,6,183,53,No,No,6,Normal
696,Nurse,Cardiology,28,6/7/2022,0,Sunday,Hospital Network,Desktop,17,8,122,2,No,Yes,137,Normal
